file,competence,source,target
en_028.txt,professional,5,6.5217391304
en_029.txt,professional,12.1212121212,4.4117647059
en_03.txt,professional,6.1224489796,7.1428571429
en_030.txt,professional,1.2195121951,1.2987012987
en_031.txt,professional,0,0
en_032.txt,professional,4.6511627907,2.2727272727
en_033.txt,professional,4.4444444444,4.347826087
en_034.txt,professional,3.125,3.0303030303
en_035.txt,professional,2.4390243902,0
en_036.txt,professional,7.8947368421,8.5714285714
en_037.txt,professional,4.1666666667,2.4096385542
en_038.txt,professional,3.2258064516,0
en_039.txt,professional,3.0303030303,3.0303030303
en_04.txt,professional,6.0606060606,4.7619047619
en_040.txt,professional,12.5,2.7027027027
en_041.txt,professional,9.7222222222,4.9295774648
en_042.txt,professional,2.2727272727,2.6315789474
en_043.txt,professional,8.1481481481,3.7593984962
en_044.txt,professional,5.8823529412,5.4054054054
en_045.txt,professional,7.9365079365,2.8571428571
en_046.txt,professional,6.25,2.0833333333
en_047.txt,professional,4.1666666667,5.376344086
en_048.txt,professional,8.8888888889,3.9215686275
en_049.txt,professional,8.5106382979,4.1666666667
en_05.txt,professional,3.8759689922,2.2222222222
en_050.txt,professional,4.5454545455,2.9850746269
en_051.txt,professional,16.6666666667,16.1290322581
en_052.txt,professional,0,0
en_053.txt,professional,8.1481481481,2.8776978417
en_054.txt,professional,10.8527131783,3.3707865169
en_055.txt,professional,7.6923076923,0
en_056.txt,professional,8.3333333333,2.9411764706
en_057.txt,professional,3.6697247706,3.4782608696
en_058.txt,professional,14.9425287356,10.5263157895
en_059.txt,professional,13.7254901961,1.9607843137
en_060.txt,professional,0,2.2222222222
en_061.txt,professional,8.6956521739,2.2727272727
en_062.txt,professional,2.3255813953,4.5454545455
en_063.txt,professional,6.0975609756,3.7974683544
en_064.txt,professional,0,0
en_065.txt,professional,0,1.3157894737
en_066.txt,professional,1.1627906977,0
en_067.txt,professional,24.2424242424,10.447761194
en_068.txt,professional,1.4925373134,1.4184397163
en_069.txt,professional,2.7777777778,2.9411764706
en_070.txt,professional,6,10.6382978723
en_071.txt,professional,4.0816326531,5.8823529412
en_072.txt,professional,5.2325581395,2.3529411765
en_073.txt,professional,4.8780487805,9.6385542169
en_074.txt,professional,14.7540983607,5.8823529412
en_075.txt,professional,15.1515151515,5.9701492537
en_076.txt,professional,9.6774193548,8.0808080808
en_077.txt,professional,4.6153846154,3.0303030303
en_078.txt,professional,22.641509434,3.8461538462
en_079.txt,professional,5.3333333333,3.75
en_08.txt,professional,4.5454545455,4
en_080.txt,professional,17.1052631579,3.7974683544
en_081.txt,professional,0,0
en_082.txt,professional,2.6315789474,0
en_083.txt,professional,1.1494252874,0
en_084.txt,professional,11.9047619048,10.5882352941
en_085.txt,professional,8.8235294118,1.4285714286
en_086.txt,professional,2.358490566,1.4150943396
en_087.txt,professional,10.7594936709,4.1916167665
en_088.txt,professional,3.7878787879,5.7142857143
en_089.txt,professional,10,8.6956521739
en_09.txt,professional,5.1282051282,3.9215686275
en_090.txt,professional,7.0422535211,3.8461538462
en_091.txt,professional,5.8823529412,8.1081081081
en_092.txt,professional,4.1666666667,2
en_093.txt,professional,12.7906976744,4.8076923077
en_094.txt,professional,10.2564102564,7.5
en_095.txt,professional,7.1684587814,6.0931899642
en_096.txt,professional,4.347826087,3.9215686275
en_097.txt,professional,4.347826087,8.8888888889
en_098.txt,professional,2.6666666667,1.3157894737
en_099.txt,professional,6.6666666667,6.25
en_1.txt,professional,2.1276595745,3.8461538462
en_10.txt,professional,7.2463768116,1.5873015873
en_100.txt,professional,5.4545454545,3.0769230769
en_11.txt,professional,1.1764705882,0
en_12.txt,professional,4.4776119403,0
en_13.txt,professional,2.5316455696,0
en_14.txt,professional,0,0
en_15.txt,professional,5.2631578947,1.2345679012
en_16.txt,professional,9.2,2.9166666667
en_17.txt,professional,2.0512820513,2
en_18.txt,professional,0,2.4390243902
en_19.txt,professional,0,0
en_2.txt,professional,6.9444444444,4.8780487805
en_20.txt,professional,25,2.7777777778
en_21.txt,professional,0,1.4285714286
en_22.txt,professional,0,7.4074074074
en_23.txt,professional,6.0606060606,8.8235294118
en_24.txt,professional,3.5087719298,3.2258064516
en_25.txt,professional,4.5454545455,8
en_26.txt,professional,5.4545454545,8.1967213115
en_27.txt,professional,17.3076923077,7.2463768116
en_28.txt,professional,9.3425605536,7.5409836066
en_29.txt,professional,6.4705882353,2.2471910112
en_3.txt,professional,10.2040816327,9.4339622642
en_30.txt,professional,0,0
en_31.txt,professional,1.2195121951,1.0101010101
en_32.txt,professional,5.5214723926,3.5714285714
en_33.txt,professional,2.3076923077,0.7751937984
en_34.txt,professional,7.8125,7.8125
en_35.txt,professional,2.6315789474,2.2727272727
en_36.txt,professional,2.4096385542,2.1186440678
en_37.txt,professional,8.6956521739,5.4945054945
en_38.txt,professional,9.6153846154,11.7647058824
en_39.txt,professional,5.3846153846,6.5693430657
en_4.txt,professional,10.2564102564,2.5641025641
en_40.txt,professional,2.7027027027,0
en_41.txt,professional,2.1505376344,5.7471264368
en_42.txt,professional,0,0
en_43.txt,professional,6.1224489796,2.0618556701
en_44.txt,professional,5.7971014493,2.8776978417
en_45.txt,professional,1.8867924528,0
en_46.txt,professional,0,1.3333333333
en_47.txt,professional,5.6603773585,9.6153846154
en_48.txt,professional,0,0
en_49.txt,professional,2.4390243902,2.2727272727
en_5.txt,professional,0,3.2967032967
en_50.txt,professional,0,11.1111111111
en_51.txt,professional,1.7857142857,1.9230769231
en_52.txt,professional,5.8823529412,2.8571428571
en_53.txt,professional,2.0408163265,2
en_54.txt,professional,7.1428571429,2.3255813953
en_55.txt,professional,1.8518518519,0
en_56.txt,professional,0,6.7796610169
en_57.txt,professional,9.0909090909,9.5238095238
en_58.txt,professional,4.5454545455,11.3636363636
en_59.txt,professional,2.8571428571,0
en_6.txt,professional,6.25,9.243697479
en_60.txt,professional,2.2727272727,2.2222222222
en_61.txt,professional,2.5641025641,10.2564102564
en_62.txt,professional,0,0
en_63.txt,professional,10.2040816327,11.320754717
en_64.txt,professional,14.2857142857,11.4285714286
en_65.txt,professional,1.5151515152,1.4925373134
en_66.txt,professional,6,12
en_67.txt,professional,2.1739130435,0
en_68.txt,professional,2.6315789474,1.4492753623
en_69.txt,professional,10.1265822785,3.9473684211
en_7.txt,professional,17.8571428571,1.4705882353
en_70.txt,professional,8.1081081081,10.5263157895
en_71.txt,professional,18.4210526316,21.6216216216
en_72.txt,professional,8.2352941176,5.4945054945
en_73.txt,professional,7.4074074074,3.6363636364
en_74.txt,professional,1.9230769231,1.8867924528
en_75.txt,professional,6.8965517241,3.8461538462
en_76.txt,professional,3.7037037037,3.5714285714
en_77.txt,professional,11.1111111111,17.2413793103
en_78.txt,professional,0,4.347826087
en_79.txt,professional,2.1052631579,1.5706806283
en_8.txt,professional,14.2857142857,10.5263157895
en_80.txt,professional,8.6956521739,4.347826087
en_81.txt,professional,21.4285714286,9.0909090909
en_82.txt,professional,0,3.5714285714
en_83.txt,professional,0,2.0833333333
en_84.txt,professional,5.5555555556,2.8571428571
en_85.txt,professional,0,0
en_86.txt,professional,0,0
en_87.txt,professional,0,0
en_88.txt,professional,1.6129032258,1.6393442623
en_89.txt,professional,18.4210526316,18.9189189189
en_9.txt,professional,2,3.3333333333
en_90.txt,professional,22.8571428571,16.2162162162
en_91.txt,professional,0,2.0408163265
en_92.txt,professional,2.5641025641,1.5789473684
en_93.txt,professional,20,12.7272727273
en_94.txt,professional,2.7027027027,0
en_95.txt,professional,0,0
en_96.txt,professional,0,1.724137931
en_97.txt,professional,0,5.4054054054
en_98.txt,professional,5.9523809524,8.3333333333
en_99.txt,professional,1.4705882353,1.5384615385
